Name,Homeworld,Born,Died,Species,Gender,Height,Mass,Hair color,Eye color,Skin color,Cybernetics,Affiliation(s),Masters,Apprentices
Greezim Trentacal,,,"9 ABY, Gabredor III",Human,Male,,,,,,,Karazak Slavers Cooperative,,
Sean Trenwell,Tatooine,,,Human,Male,,,Brown,Green,,,,,
Oma Tres,,,,Human[1],Male[1],,,Gray[1],Brown[1],Light[1],,,,
Tresalis,,,,Human[1],Female[1],,,,,,,Jedi Order[1],,
Rovan Tresario,,,,Human[1],Male[2],,,,,,,Galactic Empire[1]Imperial Navy[1]House Tresario[2],,
Treshoda,,,,Human[1],Female[1],,,Brown[1],Blue[1],Tan[1],,Imperial Military[1],,
Trevael,Sevarcos II[1],,,Human[1],Female[1],,,,,,,Clans of the Northern Frontier[1],,
Trevin,,,"44 ABY, Exodo system",Human,Male,,,White,,Dark,,Imperial RemnantCouncil of Moffs,,
Trewin,Taris[1],,,Human[1],Male[1],,,Red[1],Blue[1],Light[1],,Outcasts[1],,
Trey-yen,,,"c. 3641 BBY, Quesh",Human,Male,,,Brown,Blue,Tam,,Galactic Republic,,
Trezin,,,,Human,Male,,,Red,Yellow,Fair,,Galactic Republic,,
Triank,,,,Human[1],Male[1],,,Brown[1],Green[1],Light[1],,Galactic Republic[1]Mantellian Army[1],,
Tribbale,,,,Human,Male,,,,,,,Galactic EmpireImperial Navy,,
Jor Tribulus,,,"Sometime prior to the mission to Vashka, Vashka[1]",Human[1],Male[1],,,,,,,Galactic Empire[1]Stormtrooper Corps[1],,
Triclops,,After 18 BBY[1],,Human (mutant)[2],Male[2],,,White[2],Green[1],Fair[1],,Imperial family[3]Galactic Empire[4]Prophets of the Dark Side[4]New Republic,,
Purdy M. Trico,,,"5 ABY, Milagro",Human,Male,,,,,,,Galactic Empire,,
Trienial,,,"1 ABY,[1] Naboo[2]",Human[2],Male[2],,,,Brown[2],Light[2],,Darkwalkers[2],,
Garrik Trier,,,,Human,Male,,,,,,,Galactic EmpireImperial Navy,,
Trif  (Human),,,,Human,Male,,,Blonde,,,,Galactic EmpireAlliance of Free Planets,,
Trig,,,,Human[1],Male[1],,,Brown[1],Green[1],Fair[1],,Galactic Republic[1],,
Trigg,Jabiim,,"0 ABY (35:11 GrS), Jabiim",Human,Male,,,Black,,Light,,Jabiimi Loyalists,,
Selnia Trigg,Alderaan,,,Human,Female,,,,,,,House of OrganaAlliance to Restore the Republic,,
Apwar Trigit,Coruscant,,7 ABY[1] (42:12:7)[2],Human[1],Male[1],,,Black[1],,,,Galactic EmpireZsinj's Empire[1],,
Navari Trik,,,,Human,Female,,,Brown,Brown,,,,,
Tanye Trila,,,,Human,Female,,,,,,,Galactic RepublicRepublic ArmyStrike Team Oricon,,
Trilag,,,"3640 BBY, aboard the Star Chamber",Human,Male,,,Gray,,Light,,Mecrosa OrderStar Cabal,,
Trilen Baas,,,,Human,Male,,,Black,Brown,,,Galactic Republic,,
Trill  (Imperial),,,3641 BBY,Human,Female,,,Black,Brown,Fair,,Sith Empire,,
Trilli,,,,Human,Male,,,,,,,Outbound Flight ColonyPeacekeepers,,
Mayvlin Trillick,Oktaro[1],,,Human (Oktarian)[1],Female[1],,,Black[1],Brown[1],Tan[1],,,,
Parmella Trillidor,,,,Human,Female,,,,,,,MandroxanManliss Enterprise,,
Chalmer Trillili,,,,Human,Male,,,Dark,,,,Alliance to Restore the RepublicThe Scourge,,
Xon Trillus,Zakuul[1],,"3631 BBY, Zakuul[1]",Human[1],Male[1],,,,,,,Heralds of Zildrog[1],,
Calli Trilm,,,"19 BBY, The Prism",Human,Female,,,White,,Fair,,Confederacy of Independent Systems,,
Trina,,,,Human,Female,,,,,,,,,
Cheryl Trinja,,,,Human,Female,,,,,,,,,
Trioculus,Kessel,,"5 ABY, Moffship",Human (mutant),Male,,,Black,Brown,,,Galactic EmpireTrioculus' Empire,,
Trios,Shu-Torun[1],,"Between 1 ABY and 3 ABY,[2] during the mission to Shu-Torun[3]",Human[1],Female[1],,,Brown[1],Blue[1],Fair[1],Right hand[4],Kingdom of Shu-Torun[1]Shu-Torun royalty[1]Galactic Empire[1]Alliance to Restore the Republic[5] (as a spy)[6],,
Tripp,,,,Human,Male,,,,,,,,,
Tripton,,,"3643 BBY, Dromund Kaas",Human,Male,,,,,,,Imperial Army,,
Shiana Trist,,,,Human,Female,,,,,,,,,
Vran Tristen,,,"1 ABY,[1] Naboo[2]",Human[2],Male[2],,,Blackish gray (brown eyebrows)[2],Brown[2],Fair[2],,Darkwalkers[2],,
Tritan,,,,Human[1],Male[1],,,Brown[1],Brown[1],Pale[1],,Sith Empire[1],,
Stane Tritan,,,,Human[1],Male[1],,,Black[1],Amber[1],Fair[1],,Galactic Empire[2],,
Tritum XI,,,,Human,Male,,,,,,,House Mecetti,,
Nevil Tritum,,,,Human,Male,,,,,,,House MecettiMecrosa Order,,
Jonos Triv,,,,Human,Male,,,Dark,Black,Fair,,,,
Trix-Tala,,,,Human,Female,,,Blond,Green,Light,,,,
Troax,,,,Human,Female,,,Reddish blonde,Brown,,,Darth Krayt's Galactic EmpireImperial Army,,
Mattiso Trodu,,,,Human[1],Male[1],,,,,Fair[1],,Galactic Empire[1]224th Imperial Armored Division[1],,
Frye Troeman,Corellia[1],,,Human[1],Male[1],,,Brown[1],Hazel[1],Fair[1],,,,
Trol,Sulon,,"1 BBY, Sulon",Human,Male,,,,,,,Alliance to Restore the Republic,,
Trommer,,,,Human,Male,,,White,Brown,,,Galactic EmpireChrome Shield Command,,
Ranulf Trommer,,,,Human[1],Male[1],,,Black[1],,Light,,Galactic Empire[1]Imperial Starfighter Corps[1],,
Huck Trompo,,,,Human[1],Male[1],,,Blonde[1],Blue[1],Fair[1],,Galactic Empire[1]Nashtah Squadron[1],,
Hyzhan Troo,,,,Human,Female,,,,,,,Galactic Empire,,
Troomis,,,,Human[1],Male[1],,,,,,,Alliance to Restore the Republic[1]Alliance Intelligence[1],,
Troomis' sister,,,,Human[1],Female[1],,,,,,,,,
Milac Troper,,,Pre- 0 ABY,Human,Male,,,,,,,Galactic Scout CorpsImperial Diplomatic Corps,,
Troughlyn,,,,Human[1],Male[1],,,Gray[1],Blue[1],Tan[1],,,,
Hasti Troujow,,,,Human[1],Female[1],,,Red[1],,Pale[1],,,,
Lanni Troujow,,,"c. 1 BBY, Dellalt[1]",,Female[1],,,Red[1],,Pale[1],,,,
Cix Trouvee,Corulag,,43 ABY,Human,Male,,,,,,,"Planet Dreams, Incorporated",,
Dalea Trovin,,,,Human,Female,,,,,,,Galactic Empire,,
Trox  (bodyguard),,,"5 ABY, Sulon",Human,Male,,,,,,,8t88,,
Artagan Truax,,c. 88 BBY[1],"33 BBY, Cog Hive Seven[1]",Human[1],Male[1],,,,,,,Iram Radique[1]Bando Gora[1],,
Eogan Truax,,49 BBY,,Human,Male,,,,,,,,,
Eogan Truax's mother,,,,,,,,,,,,,,
Brindy Truchong,Corellia,,,Human,Female,,,Black,,,,Alliance to Restore the Republic,,
Lem Trudo,Tatooine[1],,,Human[1],Male[1],,,White[1],Green[1],Light[1],,Galactic Republic[1],,
Trujhazii,Dathomir[1],,,Human[1],Female[1],,,Brown[1],Blue[1],Blue[1],,Nightsisters[1],,
Ein Truminn,,,,,Male,,,,,,,Galactic Empire,,
Sela Trune,Yungbrii[1],"4 BBY,[2] Yungbrii[1]","19 ABY,[3] Kijimi[1]",Human[1],Female[1],,,Blonde[1],,White[1],,New Republic[1]New Republic Security Bureau[1],,
M'anx Try,,,,Human,Male,,,Brown,Bluish green,Fair,,Galactic Empire,,
Tryla  (Jedi Initiate),,,,Human[1],Female[1],,,Brown,Brown,Fair,,Jedi Order[1]Galactic Republic[1],,
Augustus Tryll,,,,Human[1],Male[1],,,Black[1],,Light[1],,,,
Jewal Trylo,,,"c. 3643 BBY, Balmorra",Human,Male,,,,,Fair,,Galactic RepublicBalmorran resistance,,
Trymbo,,,,Human,Male,,,Grey (Balding),Green,Light,,,,
TS-4068,,,,Human[1],Male[1],,,,,,,Galactic Empire[1]Blizzard Force[1],,
Tschel,,,,Human,Male,,,,,,,Galactic EmpireImperial MilitaryImperial Remnant[1],,
Cahel Tse,,,,Human[1],Male[1],,,,,Fair[1],,Jedi Order (formerly)[1]Rajivari's followers[1],Rajivari[1],
Tseeach,Fyodos[1],,,Human[1],Male[1],,,,,,,Roh tribe[1],,
Wolam Tser,,,,Human[1],Male[1],,,,,,,,,
Tsian,Old Mankoo,,,Human,Female,,,Black,Brown,,Computer interface implant,,,
Tso,,,,Human[1],Male[1],,,Black[1],Brown[1],Tan[1],,Galactic Republic[1]Viridian Squad[1]Yavin Coalition[1],,
Tsubaki,,,,Human[1],Male[1],,,Black[1],Black[1],Fair[1],,Jedi Order[1]Sith[1],His Jedi Master[1]Masago[1],
Tsuden,,,"20 years after the Sith rebellion, Dekien (twice, later revived) Reverent, Dekien system[1]",Human[1],Male[1],,,,,,,The Empire[1]Hanrai's clan[1]Jedi[1],Hanrai[1],
Tu'ala,,,"22 BBY (13:5:22), Geonosis[1]",Human[1],Female[1],,,Blonde[1],Blue[1],Fair[1],,Jedi Order[1]Galactic Republic[1],Zuth[1],
Maketh Tua,Lothal[1],37 BBY[2],"4 BBY,[3] Lothal[4]",Human[1],Female[1],1.87 meters[5],55 kilograms[5],Blonde[1],Brown[1],Tan[1],,Galactic Empire[1]Imperial Academy[1],,
Jaycris Tubbs,,,"34 ABY,[1] Ileenium system[2]",Human[2],Male[2],,,Blond[3],,,,Resistance[2]Resistance Starfighter Corps[2],,
Fionn Tucat,,,During the mission to Lupal[1],Human[1],Female[1],,,,,,,,,
Tuck Hybecks,Galdi[1],,,Human[1],,,,Black[1],,Light[1],,,,
Tudos,,,,Human,Male,,,Black,Brown,Light,,Galactic RepublicGalactic SenatePenal Oversight Committee,,
Malan Tugrina,Alderaan,,"8 ABY, Coruscant",Human,Male,,,Black,,,,New Republic,,
Cherek Tuhm,Tarhassan,,,Human,Male,,,,,,,Ministry of Licenses and Permits (Formerly)Galactic RepublicRepublic Intelligence,,
Tukan,,,"1 ABY (Approximate date),[1] Zeltros[2]",Human[2],Male[2],,,Black[2],,Fair[2],,,,
Tuki,,,"During the Imperial Era, Lokud 7[1]",Human[1],Male[1],,,Black[1],Dark[1],Brown[1],,Alliance to Restore the Republic[1]Black Squadron[1],,
Aral tukor Viest,,,2 ABY,Lorrdian,Female,,,Dark,,Pale,,,,
Tula,Alderaan[1],,,Human (Alderaanian)[1],Female[1],,,Black[1],Dark[1],Light[1],,Galactic Empire[1]Imperial Officer Corps[1],,
Gull Tuldok,Recopia,,,Human,Male,,,,,,,Tuldok clan,,
Yosena Tule,,,,Human[1],Female[1],,,Brown[1],Brown[1],Fair[1],,Alliance to Restore the Republic[2]Wookiee resistance[1],,
Sheeka Tull,Atrivis 7[1],59 BBY[1],,Human[1],Female[1],,,,Dark[1],Black[1],,Galactic Republic[1],,
Sheeka Tull's sister,Atrivis 7[1],,,Human[1],Female[1],,,,,,,,,
Sheevis Tull,Atrivis 7,,,Human,Male,,,,,,,,,
Tulo,,,"Between 3643 BBY and 3630 BBY, Alderaan[1]",Human[1],Male[1],,,Grey[1],Yellow[1],Tan[1],,Jedi Order[1],,
Beri Tulon,,,,Human[1],Male[1],,,Brown[1],Brown[1],Fair[1],,Galactic Empire[1]Alliance to Restore the Republic[1]Alliance of Free Planets[1]New Republic[1],,
Tulsar,,,,Human[1],Male[1],,,,Brown[1],Tan[1],,Sith Empire[1]Imperial Army[1],,
Tunms,,,,Human[1],Male[1],,,,Brown[1],Tan[1],,Imperial Reclamation Service[1],,
Etain Tur-Mukan,,,"19 BBY, Coruscant",Human,Female,,,"Ginger, with streaks of light brown, gold and red","Light green, flecked with amber",Fair,,Jedi OrderGalactic RepublicClan Skirata,Kast FulierArligan Zey,
Fort Turan,,,,Human,Male,,,,,,,,,
Turfitch,,,Between 2 BBY and 4 ABY[1],Human[2],Male[2],,,Black[2],Gray[2],Light[2],,,,
Turg,Kesh[1],C. 0 ABY[1],,Human[1],Male[1],,,Red[1],,,,Lost Tribe of Sith[1],,
Brandis Turgah,,,,Human,Male,,,Brown,,,,New RepublicBothansFarStar,,
Arada Turhaya,Corellia,,,Human,Male,,,,,,,Galactic RepublicGrand Army of the Republic,,
Jamie Turhaya,,,,Human,Male,,,,,,,,,
Matt Turhaya,Corellia,31 BBY,"9 ABY, Garos IV[1]",Human,Male,,,,,White,,Galactic EmpireAlliance to Restore the RepublicNew Republic[1]New Republic Special Forces[1],,
Shana Turi,Garos IV,15 BBY,,Human,Female,,,Blonde,Blue,White,,Committee of Seven for Garosian Unification,,
Tionthes Turi,Sundari,,,Human,,,,,,,,,,
Turk,,,"3 ABY (38 GrS), Krake's Planet",Human,Male,,,,,,,Galactic Empire,,
Kels Turkhorn,,17 BBY,,Human,Female,,,Brown,,,,,,
Arajen Turmen,,,,Human,Male,,,,,,,Galactic Empire,,
Letta Turmond,Coruscant[1],,"19 BBY,[2] Coruscant[3]",Human (Coruscanti)[1],Female[4],"1.8 meters (5 ft, 11 in)[5]",,Dark[4],Brown[4],Tan[4],,,,
Turnell,,,3642 BBY,Human[1],Male[1],,,Black[1],Blue[1],Light[1],,Sith Empire[1],,
Junas Turner,Alderaan[1],31 BBY[1],,Human[1],Male[1],,,,,Light[1],,Alliance to Restore the Republic[1],,
Adwan Turoldine,,,,Human,Male,,,,,,Prosthetic left arm,Corellian Security Force,,
Turrant,,,,Human[1],Male[1],,,Gray[1],Brown[1],Fair[1],,Galactic Empire[1]Imperial Army[1],,
Rosita Turuy,,By 24 BBY[1],,Human[2],Female[3],,,Brown[2],Brown[2],Fair[2],,Galactic Empire[3]Royal Imperial Academy[3]Skystrike Academy[3],,
Lorne Turvey,Vernet[1],,,Human[1],Male[1],,,,,,,,,
Tuvar,,,,Human,Male,,,"Black, military short",,,,Galactic Federation of Free AlliancesIndependent Voice News,,
Tuyay,,,3 ABY,Human,Male,,,,,,,Ororo Transportation,,
Wi'ba Tuyll,,,,Human[1],Male[1],,,,,Light[1],,,,
The Twins,Boranall,,Long BBY,Human,Male,,,Black,Blue,,,Jedi OrderGalactic Republic,Shang-Troy Thanabo,
Twist,,,,Human,Female,,,,Yellow,Tan,,,,
Twitch,,,,Human[1],Female[2],,,,,,,Alliance to Restore the Republic[2]61st Mobile Infantry[2]New Republic[1]61st Mobile Infantry[1],,
Twizzl,Coruscant[1],,"40 ABY (75), Anakin Solo over Kashyyyk[2]",Human[1],Male[1],,,Silver[1],,,,Galactic Federation of Free Alliances[1]Galactic Alliance Guard[1],,
Gerlon Two-Fingers,Taris[1],,,Human[1],Male[1],,,Black[1],Blue[1],,,Taris dueling ring[1],,
Twolz,,,,Human[1],Male[1],,,,,,,,,
Lilit Twoseas,,,"33 BBY (2), Yinchorr[1]",Human[1],Female[1],,,Blonde[1],Blue[1],Light[1],,Jedi Order[1]Galactic Republic[1],,K'Kruhk[1]
Twyla,Hynestia[1],,,Human (Hynestian)[1],Female[1],,,Red[1],,Pale[1],,Hynestian Royal Guard[1],,
TX-5532,,,,Human,Male,,,,,,,Galactic EmpireStormtrooper Corps,,
Ty'Vila,,,,Human,Female,,,Dark blonde (green eyebrows),Green,,,,,
Donher Ty,,,"0 BBY, Tatooine",Human,Male,,,,,,,Galactic Empire (indirectly),,
Wrobie Tyce,Warlentta[1],,,Human[2],Female[2],1.65 meters (5ft 5in)[1],,Black[2],Brown[2],Brown[2],,Resistance[2]Cobalt Squadron[2]Exegol air team[3],,
Adela Tyché,,,,Human,Female,,,,,,,Nal Raka Criminal EmpireBorvo The Hutt's mercenariesBravo Flight,,
Tyerle,Telfrey,,,Human,Female,,,,,,,,,
Iskit Tyestin,Bakura,,4 ABY,Human (Bakuran),Male,,,,,,,,,
Tygest,,,,Human[1],Male[1],,,Brown[1],Brown[1],Fair[1],,,,
Tylar,,,,Human[1],Male[1],,,Brown[1],Brown[1],Fair[1],,,,
Jonas Tylers,,,,Human,Male,,,,,,,,,
Lauréna Tylers,,,,Human,Male,,,,,,,,,
Tylux,,,"During the Galactic Civil War, Bellicose[1]",Human[1],Male[1],,,,Green[1],Light[1],,Galactic Empire[1]Imperial Navy's officer corps[1],,
Tym,Ylesia,,,Human,Male,,,,,,,,,
Candra Tymon,Serenno,,"3 BBY, Serenno",Human,Female,,,None,Brown,Dark,,House Dooku,,
Lesin Tyn,Zakuul[1],,"3631 BBY, Star Fortress above Nar Shaddaa[1]",Human (Zakuulan)[1],Male[1],,,,,,,Eternal Empire[1]Project Exarch[1],,
Sheyne Tyndos,,,,Human,Female,,,Brown,Brown,,,Alliance to Restore the RepublicQuetzal Sisters,,
Vardias Tyne,Tatooine[1],,,Human[1],Male[1],,,None (Brown eyebrows)[1],Brown[1],,,,,
Vost Tyne,,,,Human[1],Male[1],1.8 meters[1],,,Gray[1],,,Galactic Empire[1]Imperial Navy[1]Dark Side Adepts[1],Darth Vader[1],
Tynes,,,"c. 3643 BBY, Korriban",Human,Male,,,,,,,Sith Empire,,
Gregar Typho,Naboo[1],,,Human (Naboo)[2],Male[2],"1.85 meters (6 ft, 1 in)[3]",,Black[2],Brown[2],Brown[4],,Royal House of Naboo[2]Royal Naboo Security Forces[2]Galactic Republic[2]Amidalans[5],,
Tyra,,,,Human[1],Female[1],,,,,,,,,
Corbus Tyra,,,,Human[1],Male[1],,,Grey[2],Green[1],Light[1],,,,
Tyrak,,,,Human[1],Male[1],,,Brown[1],Blue[1],Light[1],,Sith Empire[1]Sixty-third Armored Infantry Division[1]Galactic Republic[1]Republic Strategic Information Service[1],,
Tyrak's aunt,,,,,,,,,,,,,,
Tyrak's father,,,,,,,,,,,,,,
Tyrak's grandfather,,,,,,,,,,,,,,
Tyrak's mother,,,,,,,,,,,,,,
Blass Tyran,,,,Human[1],Male[1],,,Brown[1],,,,,,
Tyrann,Ophideraan,,"0 ABY, Ophideraan",Human,Male,,,Black,,,,Serpent Masters,,
Tyrans,,,"3638 BBY,[1] Oricon",Human[2],Male,,,,,,,Sith EmpireDread Masters,,
Arlo Tyre,,,"0 ABY (35 GrS), Alashan",Human,Male,,,,,,,Alliance to Restore the Republic,,
Tyreese,Tatooine[1],,,Human[1],Male[1],,,Reddish orange[1],Green[1],Fair[1],,,,
Iannos Tyrek,Balmorra,,"c. 3643 BBY, Balmorra",Human,Male,,,Auburn,,,,Sith Empire (Formerly),,
Tuck Tyrell,,,,Human[1],Male[1],,,Brown[1],Green[1],Light[1],,Alliance to Restore the Republic[1]Special Forces Trackers Unit[1]Endor strike team[1],,
Tyria  (Jedi),,,,Human[1],Female[1],,,Brown[1],,Fair[1],,Jedi Order[1]Galactic Republic[1],,
Tyrix,,,"1 ABY, Vryssa[1]",Human,Male,,,,,,,Galactic RepublicGalactic Empire,,
Tyrka,,,,Human[1],Female[1],,,Red[1],Blue[1],Fair[1],,Eco-strike[1],,
Javis Tyrr,,,,Human,Male,,,Brown,,Light,,,,
Raviel Tyrrus,,,,Human[1],Male[1],,,,,,,,,
Saz Tyrson,Corellia[1],"51 BBY—46 BBY,[2] Corellia[1]",,Human[1],Male[1],1.6 meters[1],,,,,,Galactic Empire[1],,
Tyrus  (Esseles),,,"c. 3643 BBY, onboard the Esseles[1]",Human[1],Male[1],,,Black (Balding)[1],,Fair[1],,Galactic Republic[1],,
Tyrus  (major),,,,Human[1],Male[1],,,,Brown[1],Tan[1],,Imperial Army[1]Second Battalion[1],,
Tyrus  (Sobrik),,,"3642 BBY, Balmorra[1]",Human[1],Male[1],,,None[1],Dark[1],Fair[1],,Sith Empire[1],,
Tyson  (Gold Squadron),,,"2 BBY, Archeon Nebula[1]",Human[1],Male[1],,,Black[1],Brown[1],Dark[1],,Massassi Group[2]Gold Squadron[1],,
Tytonus,,,"c. 3643 BBY, Dromund Kaas",Human,Female,,,Gray,,Fair,,Sith Empire (formerly)Tytonus's kingdom,,
Lan Tyvan,Zakuul[1],,"c. 3631 BBY,[2] the Star Fortress above Nar Shaddaa[3]",Human (Zakuulan)[4],Male[3],,,,,,,Eternal Empire[3]Knights of Zakuul[3],,
Tyvar,,,,Human[1],Male[1],,,White[1],Green[1],Fair[1],,Sith EmpireImperial Intelligence,,
Tyvius,Druckenwell,,,Human,Male,,,,,,,,,
Valantya Tyyre,,,,Human,Female,,,Dark,,,,Alliance to Restore the Republic,,
Tzeel,,,,Human,Female,,,,,,,Distraction,,
Ubellikos,,,"c. 5 ABY, Troithe[1]",Human[2],Male[2],,,,,,,New Republic[2]61st Mobile Infantry[2]Wyl Lark's squadron[2],,
Gavra Ubrento,,,,Human[1],Female[2],,,,,,,,,
Ucce,,,,Human,Female[1],,,,,,,Empire Reborn[1],,
Uchang,,,,Human,Male,,,Black,,Dark,,Galactic Republic,,
Rupo Ud,,,"3 ABY, Ash Moon 1[1]",Human[2],Male[2],,,Gray[2],Gray[2],Light[2],,Galactic Empire[2],,
Udanara,,,"3637 BBY,[1] Rishi[2]",Human[2],Female[2],,,,,Fair[2],Rakata-derived implants and cybernetics[2],Republic Special Forces Division[2]Eclipse Squad[2],,
Uday,,,,Human,Male,,,,,,,Imperial RemnantImperial Intelligence,,
Sid Uddra,Sixmoon[1],,,Human[1],Female[1],,,Black[2],Black[2],Light[2],,Galactic Empire[1]Imperial Security Bureau[1],,
Ugan,,,"19 BBY, an Detainer CC-2200 Interdictor Cruiser over Kashyyyk",Human,Male[1],,,,,,,Galactic Empire[1],,
Osaji Uhares,,,,,,,,,,,,,,
Ukabi,,,"3643 BBY, Nar Shaddaa",Human,Male,,,,,Brown,Much of his body including Eyes and Skin Grafts,Exchange,,
Ukadan,,,,Human[1],Male[1],,,Black[1],Brown[1],Fair[1],,Sith Empire[1]Imperial Army[1],,
Pinder Ukka,,,,Human,Male,,,,,,,Alliance to Restore the Republic,,
Serj Ukkarian,,c. 242 BBY[1],,Human[2],Male[2],,,Red[2],,Olive[2],,,,
Ulaf,,,"5 BBY, Narkina 5[1]",Human[2],Male[2],,,White[2],Blue[2],Light[2],,Unit Five-Two-D[2]Table five[2],,
Uland,,,,Human,Male,,,,,,,Galactic Empire,,
Kauf Ularno,,,,Human,Male,,,,,,,Galactic EmpireImperial Military,,
Ulbert,Corellia,,,Human,Male,,,,,,,,,
Magda Ulbreck,,,,Human,Female,,,,,,,,,
Wyle Ulbreck,Tatooine[1],c. 94 BBY[2],,Human[1],Male[1],,,,,,,,,
Ulbrick,Kesh[1],,"2975 BBY, Kesh[1]",Human[1],Male[1],,,,,,,Lost Tribe of Sith[1],,
Meres Ulcane,,,,Human,Male[1],,,,,,,Galactic Empire[1]Kaarenth Dissension[1],,
Ulda,Kuat/Tatooine,About 42 BBY,,Human,Female,,,Black,,,,Mos Espa Grand Arena,,
Bouris Ulgo,Alderaan[1],,,Human[1],Male[1],,,,Brown[1],Fair[1],,House UlgoGalactic RepublicRepublic Military,,
Trask Ulgo,Alderaan[1],,"3956 BBY,[2] Endar Spire, over Taris[3]",Human[3],Male[3],,,Blond[3],Blue[3],Fair[3],,Galactic Republic[3]Republic Navy[3]House Ulgo[1],,
Vessex Ulgo,,,"c. 3643 BBY, Alderaan",Human,Male,,,,Brown,Dark,,House Ulgo,,
Chas Uliar,,49 BBY,,Human,Male,,,White,,,,Outbound Flight[1]Empire of the Hand,,
Tam Uliss,Corellia[1],,"22 BBY, Coruscant",Human,Male[1],,,,,,,Confederacy of Independent Systems,,
Ulldin,,,"c. 3643 BBY, above Nal Hutta[1]",Human[1],Male[1],,,Black[1],Brown[1],Light[1],,Jedi Order[1]Galactic Republic[1],,
Ullesin,,,,Human[1],Male[1],,,,Brown[1],Fair[1],,Galactic Republic[1]Republic Army[1],,
Jorak Uln,,,"3956 BBY,[1] in the Tomb of Tulak Hord on Korriban[2]",Human[2],Male[2],,,Gray[2],White[2],Pale[2],,Sith[2]Brotherhood of the Sith[1]Exar Kun's Sith Empire[1]Darth Revan's and Darth Malak's Sith Empire[1],Exar Kun (Sith Master)[1],Uthar Wynn (Sith apprentice)[2]
Zulay Ulor,,,,Human[1],Female[1],,,Black[1],Dark[1],Light[1],,Caracara Squadron[1]Citizens' Fleet[1],,
Benoni Ulte,Socorro[1],,,Human[1],Male[1],,,,,,,Ibhaan'I[1],,
Orem Ulum,,,,Human[1],Male[1],,,Blonde[1],,,,Galactic Empire[1],,
Rhyder Umatesh,,,,Human[1],Male[1],,,Brown[1],Yellow[1],Light[1],,Sith Empire[1],,
Roly Umber,,,,Human[1][2],Male[1],,,,,,,Junior Academy of Applied Sciences[1]AppSci SaberCats[1],,
Umé,,,,Human[1],Female[1],,,,Blue[1],Light[1],,Royal House of Naboo[1]Naboo Royal Handmaidens[1],,
Ummar,,,,Human,Female,,,,,Dark,,Galactic Federation of Free Alliances,,
Traga un-Vhol,,,,Human,Male,,,,Blue,Pale,,Unchained,,
Vooz Nooxoo Una,,,,Human[1],Male[1],,,,,,,,,
Nastia Unamo,,,,Human[1],Female[1],,,Black[2],Blue[2],Fair[2],,First Order[1]First Order military[2],,
Unco,,,3 ABY,Human,Male,,,,,,,Galactic Empire,,
Undaara,,,,Human,Female,,,Brown,,Light,,Sith Empire,,
Xyrias Undea,Corellia[1],,"1 ABY,[2] Corellia[1]",Human[1],Female[1],,,Brown[1],Brown[1],Fair[1],,Corellian Security Force (formerly)[1]Rogue CorSec[1],,
Hendri Underholt,,,"4 ABY, Durkteel[1]",Human[1],Female[1],,,Black[1],,Dark[1],,Alliance to Restore the Republic[1],,
Kaeline Ungasan,Tatooine[1],,,Human,Male,,,None[1],Brown[1],,,,,
Vrir Unglan,,,,Human,Male,,,,,,,,,
Cobb Unser,,,,Human,Male,,,,,,,FarStar,,
Corla Unser,,,,Human,Female,,,Light brown,Hazel,,,,,
Milinae Untaire,Corellia,,,Human,Female,,,,,,,,,
Trilinae Untaire,Corellia,,,Human,Female,,,,,,,Jedi Order,,
Untas,,,"1 ABY,[1] Tatooine[2]",Human[2],Male[2],,,,,,,Black Sun[3]White Thranta Shipping Company[2],,
Michael Unther,,,,Human[1],Male[1],,,,,,,Galactic Empire[1],,
Kel'eth Ur,,,4606 BBY,Human,Male,,,,,,,Sith EmpireLight Sith,,
Ames Uravan,Christophsis[1],,"0 BBY, Eadu[2]",Human[1],Male[3],Around 1.83 meters[4],,Brown[1],Brown[1],Light[1],,Galactic Empire[1]Kyber crystal research team[1],,
Urduun,,,,Human,Male,,,Black,Green,Fair,,Sith Empire,,
Urek,,,,Human,Male,,,,,,,Alliance to Restore the Republic,,
Urfo,,,,Human[1],Male[1],,,,,,,Urfo's gang[1],,
Urinth,,,,Human,Female,,,Brown,Blue,Light,,Sith EmpireImperial Intelligence,,
Urlik,Valahari,,22 BBY[1],Human,Male,,,,,,,,,
Urno,Haruun Kal,27 BBY,,Human,Male,,,,,,,Balawai,,
Urootar,,,"1.5 ABY, Kashyyyk[1]",Human[1],Male[1],,,Brown[1],Brown[1],Light[1],,Jedi Order[1]Galactic Republic[1],,
Urrisov,,,,Human,Male,,,Reddish-brown,Blue,Pale,,Sith Empire (Formerly)Galactic Republic,,
Makkor von Urron,,,,Human,Male,,,,,,,Galactic Empire,,
Aklan Urshant,Demophon[1],Between 8 BBY and 5 BBY[2],,Human[1],Male[1],,,Blond[1],,,,,,
Andus Urshant,Demophon[1],,,Human[1],Male[1],,,Blond[1],,,,Shankti Drive Works[1],,
Fianna Urshant,Demophon[1],Between 6 BBY and 3 BBY[2],,Human[1],Female[1],,,Red[1],,,,,,
Zoam Urshant,Demophon[1],,,Human[1],Female[1],,,Red[1],,,,Tumleh Navigation[1],,
Ovolot Qail Uthan,Gibad,,,Human,Female,,,Blue and black with red stripes,,,,Confederacy of Independent Systems,,
